  25  97
    0.00    1.00    2.00    3.00    4.00    5.00
    6.00    7.00    8.00    9.00   10.00   11.00
   12.00   13.00   14.00   15.00   16.00   17.00
   18.00   19.00   20.00   21.00   22.00   23.00
   24.00
 -90.0000000000000 -88.1238327026367 -86.2386322021484 -84.3344345092773 -82.4013290405273 -80.4295349121094
 -78.4094543457031 -76.3317947387695 -74.1876983642578 -71.9689331054688 -69.6681594848633 -67.2792282104492
 -64.7975692749023 -62.2206192016602 -59.5482711791992 -56.7833595275879 -53.9320602416992 -51.0042190551758
 -48.0134963989258 -44.9772758483887 -41.9163131713867 -38.8540992736816 -35.8159484863281 -32.8279571533203
 -29.9158267974854 -27.1038150787354 -24.4137897491455 -21.8645572662354 -19.4714698791504 -17.2462863922119
 -15.1972694396973 -13.3294286727905 -11.6448183059692 -10.1428241729736  -8.8203172683716  -7.6716265678406
  -6.6882729530334  -5.8585171699524  -5.1668930053711  -4.5940470695496  -4.1172251701355  -3.7115116119385
  -3.3514826297760  -3.0125787258148  -2.6713643074036  -2.3036286830902  -1.8775494098663  -1.3268719911575
  -0.0000000772841   1.3268719911575   1.8775494098663   2.3036286830902   2.6713643074036   3.0125787258148
   3.3514826297760   3.7115116119385   4.1172251701355   4.5940470695496   5.1668930053711   5.8585171699524
   6.6882729530334   7.6716265678406   8.8203172683716  10.1428241729736  11.6448183059692  13.3294286727905
  15.1972694396973  17.2462863922119  19.4714698791504  21.8645572662354  24.4137897491455  27.1038150787354
  29.9158267974854  32.8279571533203  35.8159484863281  38.8540992736816  41.9163131713867  44.9772758483887
  48.0134963989258  51.0042190551758  53.9320602416992  56.7833595275879  59.5482711791992  62.2206192016602
  64.7975692749023  67.2792282104492  69.6681594848633  71.9689331054688  74.1876983642578  76.3317947387695
  78.4094543457031  80.4295349121094  82.4013290405273  84.3344345092773  86.2386322021484  88.1238327026367
  90.0000000000000
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37  0.1000E+37
